OrderID;Date;CustomerID;Product;Category;Quantity;UnitPrice;Total;PaymentMethod;Country
274;2023-04-25 00:00:00;C3573;Cadira oficina;Oficina;1;296,49;296,49;Transferència;Itàlia
275;2023-08-25 00:00:00;C2304;Mòbil;Electrònica;2;941,69;1883,38;PayPal;Espanya
276;2023-01-04 00:00:00;C7809;Tablet;Electrònica;3;343,42;1030,26;Transferència;Espanya
277;2023-04-08 00:00:00;C9996;Tablet;Electrònica;5;544,27;2721,35;Transferència;Portugal
278;2023-05-08 00:00:00;C6475;Monitor;Electrònica;2;109,2;218,4;Targeta;Portugal
279;2023-01-17 00:00:00;C6796;Ratolí;Accessoris;2;44,87;89,74;Transferència;Alemanya
280;2023-03-17 00:00:00;C2622;Teclat;Accessoris;2;83,4;166,8;PayPal;Itàlia
281;2023-01-27 00:00:00;C8992;Portàtil;Electrònica;5;874,61;4373,05;Targeta;Itàlia
282;2023-06-17 00:00:00;C9801;Portàtil;Electrònica;3;986,55;2959,65;Targeta;Itàlia
283;2023-11-05 00:00:00;C9646;Portàtil;Electrònica;1;1220,36;1220,36;PayPal;França
284;2023-07-09 00:00:00;C3681;Teclat;Accessoris;1;75,2;75,2;Transferència;Itàlia
285;2023-11-06 00:00:00;C2386;Auriculars;Accessoris;2;95,97;191,94;Targeta;Portugal
286;2023-10-19 00:00:00;C6490;Cadira oficina;Oficina;5;104,25;521,25;Transferència;Països Baixos
287;2023-09-24 00:00:00;C6415;Mòbil;Electrònica;5;445,35;2226,75;PayPal;Països Baixos
288;2023-04-23 00:00:00;C9378;Auriculars;Accessoris;4;98,69;394,76;Targeta;Espanya
289;2023-11-06 00:00:00;C5150;Auriculars;Accessoris;3;73,48;220,44;Transferència;Portugal
290;2023-11-08 00:00:00;C6408;Auriculars;Accessoris;5;139,46;697,3;Targeta;Itàlia
291;2023-08-15 00:00:00;C8101;Auriculars;Accessoris;4;68,58;274,32;PayPal;Espanya
292;2023-07-20 00:00:00;C1153;USB;Accessoris;3;47,99;143,97;Targeta;Espanya
293;2023-07-20 00:00:00;C3343;Teclat;Accessoris;1;64,79;64,79;Transferència;Països Baixos
294;2023-03-02 00:00:00;C2639;USB;Accessoris;1;37,77;37,77;Targeta;Alemanya
295;2023-05-11 00:00:00;C2252;Teclat;Accessoris;3;60,66;181,98;PayPal;Espanya
296;2023-04-12 00:00:00;C8009;Impressora;Oficina;3;50,82;152,46;Transferència;França
297;2023-02-13 00:00:00;C5090;Monitor;Electrònica;5;151,55;757,75;Targeta;Itàlia
298;2023-11-26 00:00:00;C4640;Tablet;Electrònica;1;871,57;871,57;PayPal;Països Baixos
299;2023-11-14 00:00:00;C9407;Ratolí;Accessoris;4;41,22;164,88;PayPal;Itàlia
300;2023-03-22 00:00:00;C2750;Teclat;Accessoris;5;94,63;473,15;PayPal;Itàlia
301;2023-03-30 00:00:00;C6387;Portàtil;Electrònica;1;1306,87;1306,87;PayPal;Itàlia
302;2023-12-31 00:00:00;C9238;Ratolí;Accessoris;2;25,48;50,96;Transferència;Itàlia
303;2023-10-09 00:00:00;C8124;Auriculars;Accessoris;1;27,95;27,95;Targeta;Països Baixos
304;2023-01-07 00:00:00;C5232;Ratolí;Accessoris;5;43,12;215,6;Transferència;Alemanya
305;2023-11-11 00:00:00;C2500;Portàtil;Electrònica;2;934,82;1869,64;Transferència;França
306;2023-04-13 00:00:00;C6392;USB;Accessoris;4;26,34;105,36;PayPal;Espanya
307;2023-04-18 00:00:00;C8980;Ratolí;Accessoris;3;55,51;166,53;PayPal;França
308;2023-06-20 00:00:00;C3983;Ratolí;Accessoris;5;15,39;76,95;PayPal;França
309;2023-02-08 00:00:00;C8694;Mòbil;Electrònica;4;641,03;2564,12;Targeta;França
310;2023-12-15 00:00:00;C1920;Impressora;Oficina;4;331,39;1325,56;PayPal;Països Baixos
311;2023-01-16 00:00:00;C9684;Mòbil;Electrònica;1;937,86;937,86;Transferència;Portugal
312;2023-11-07 00:00:00;C9930;Ratolí;Accessoris;2;53,11;106,22;Targeta;Països Baixos
313;2023-09-04 00:00:00;C4810;Cadira oficina;Oficina;3;268,82;806,46;PayPal;Itàlia
314;2023-01-29 00:00:00;C3032;Impressora;Oficina;4;74,51;298,04;Transferència;França
315;2023-08-24 00:00:00;C1271;Auriculars;Accessoris;5;92,35;461,75;Transferència;Itàlia
316;2023-09-23 00:00:00;C8069;USB;Accessoris;1;44,32;44,32;Transferència;Països Baixos
317;2023-03-06 00:00:00;C4760;Mòbil;Electrònica;4;617,77;2471,08;Transferència;Portugal
318;2023-11-20 00:00:00;C1145;Auriculars;Accessoris;2;39,89;79,78;Targeta;França
319;2023-07-12 00:00:00;C9173;Portàtil;Electrònica;1;963,53;963,53;PayPal;Itàlia
320;2023-12-10 00:00:00;C2828;Portàtil;Electrònica;1;831,57;831,57;Targeta;França
321;2023-07-17 00:00:00;C1806;Impressora;Oficina;3;325,22;975,66;Transferència;Països Baixos
322;2023-03-03 00:00:00;C2868;Tablet;Electrònica;3;809,34;2428,02;Targeta;Espanya
323;2023-09-17 00:00:00;C6690;Monitor;Electrònica;4;594,59;2378,36;PayPal;Itàlia
324;2023-03-04 00:00:00;C6429;Ratolí;Accessoris;5;38,11;190,55;Targeta;França
325;2023-11-26 00:00:00;C8274;USB;Accessoris;5;32,35;161,75;PayPal;Espanya
326;2023-08-29 00:00:00;C7402;Ratolí;Accessoris;2;22,36;44,72;PayPal;Portugal
327;2023-09-18 00:00:00;C9245;Cadira oficina;Oficina;5;258,29;1291,45;Transferència;Portugal
328;2023-01-09 00:00:00;C2913;Cadira oficina;Oficina;1;292,58;292,58;Transferència;Itàlia
329;2023-06-27 00:00:00;C8312;Auriculars;Accessoris;3;114,51;343,53;Transferència;Espanya
330;2023-09-26 00:00:00;C8287;Cadira oficina;Oficina;3;96,94;290,82;Targeta;Portugal
331;2023-11-25 00:00:00;C5675;Impressora;Oficina;1;311,76;311,76;PayPal;Itàlia
332;2023-09-24 00:00:00;C2640;Portàtil;Electrònica;2;1206,06;2412,12;Transferència;Espanya
333;2023-01-29 00:00:00;C2218;Cadira oficina;Oficina;3;153,88;461,64;PayPal;Espanya
334;2023-06-19 00:00:00;C1954;Cadira oficina;Oficina;4;289,36;1157,44;Transferència;Països Baixos
335;2023-02-07 00:00:00;C6370;USB;Accessoris;4;17,66;70,64;Transferència;Itàlia
336;2023-02-06 00:00:00;C4020;Impressora;Oficina;2;303,2;606,4;Transferència;Països Baixos
337;2023-03-22 00:00:00;C6233;Mòbil;Electrònica;5;1094,48;5472,4;Targeta;Països Baixos
338;2023-04-25 00:00:00;C3745;Tablet;Electrònica;5;521,36;2606,8;Transferència;Països Baixos
339;2023-02-09 00:00:00;C4930;USB;Accessoris;2;30,71;61,42;Transferència;Alemanya
340;2023-09-19 00:00:00;C5311;Ratolí;Accessoris;1;70,51;70,51;Transferència;Portugal
341;2023-12-19 00:00:00;C2704;Teclat;Accessoris;4;98,73;394,92;Transferència;Alemanya
342;2023-12-11 00:00:00;C5286;Impressora;Oficina;5;166,9;834,5;Transferència;Portugal
343;2023-01-07 00:00:00;C1556;Monitor;Electrònica;4;449,5;1798;Targeta;Alemanya
344;2023-01-31 00:00:00;C8561;Ratolí;Accessoris;3;71,03;213,09;Transferència;Alemanya
345;2023-06-07 00:00:00;C4998;Ratolí;Accessoris;5;67,4;337;PayPal;Portugal
346;2023-07-25 00:00:00;C9780;Teclat;Accessoris;2;15,12;30,24;Targeta;Països Baixos
347;2023-08-12 00:00:00;C2136;Portàtil;Electrònica;2;1155,23;2310,46;Targeta;Portugal
348;2023-07-07 00:00:00;C5543;Impressora;Oficina;2;245,95;491,9;Targeta;Alemanya
349;2023-11-22 00:00:00;C6352;USB;Accessoris;3;29,3;87,9;Targeta;Alemanya
350;2023-03-01 00:00:00;C3382;Auriculars;Accessoris;4;193,34;773,36;PayPal;Alemanya
351;2023-10-05 00:00:00;C8059;USB;Accessoris;5;46,94;234,7;PayPal;Països Baixos
352;2023-11-20 00:00:00;C2040;Cadira oficina;Oficina;2;225,09;450,18;PayPal;Alemanya
353;2023-07-12 00:00:00;C9213;Portàtil;Electrònica;1;1339,69;1339,69;Targeta;França
354;2023-07-29 00:00:00;C3353;USB;Accessoris;3;32,94;98,82;PayPal;Alemanya
355;2023-07-23 00:00:00;C9954;Ratolí;Accessoris;5;79,31;396,55;PayPal;Portugal
356;2023-01-07 00:00:00;C9220;Auriculars;Accessoris;5;43,42;217,1;PayPal;Espanya
357;2023-02-27 00:00:00;C4356;Mòbil;Electrònica;3;222,12;666,36;Transferència;Espanya
358;2023-02-08 00:00:00;C4342;Portàtil;Electrònica;3;1461,01;4383,03;PayPal;Portugal
359;2023-03-16 00:00:00;C8027;Ratolí;Accessoris;5;65,64;328,2;Transferència;Alemanya
360;2023-01-22 00:00:00;C6658;Impressora;Oficina;4;343,98;1375,92;Transferència;Portugal
361;2023-04-02 00:00:00;C1988;USB;Accessoris;4;44,06;176,24;Transferència;Portugal
362;2023-03-25 00:00:00;C2682;Ratolí;Accessoris;5;76,05;380,25;Targeta;França
363;2023-09-14 00:00:00;C1933;Monitor;Electrònica;3;237,11;711,33;PayPal;França
364;2023-06-12 00:00:00;C4056;Impressora;Oficina;5;130,48;652,4;Transferència;Alemanya
365;2023-10-01 00:00:00;C6390;Portàtil;Electrònica;4;1256,17;5024,68;Targeta;França
366;2023-03-13 00:00:00;C6179;Tablet;Electrònica;3;503,65;1510,95;PayPal;França
367;2023-04-03 00:00:00;C4380;Monitor;Electrònica;1;192,76;192,76;PayPal;Portugal
368;2023-06-23 00:00:00;C4633;Cadira oficina;Oficina;3;96,88;290,64;Targeta;Alemanya
369;2023-12-15 00:00:00;C1959;Auriculars;Accessoris;3;156,98;470,94;Transferència;Espanya
370;2023-02-15 00:00:00;C1526;Tablet;Electrònica;4;370,63;1482,52;Transferència;Països Baixos
371;2023-08-24 00:00:00;C2875;Tablet;Electrònica;1;511,14;511,14;PayPal;Espanya
372;2023-11-15 00:00:00;C6109;Auriculars;Accessoris;1;97,46;97,46;Transferència;Espanya
373;2023-12-10 00:00:00;C1583;Tablet;Electrònica;2;394,44;788,88;Targeta;Espanya
374;2023-07-28 00:00:00;C5167;USB;Accessoris;5;18,97;94,85;PayPal;Països Baixos
375;2023-04-05 00:00:00;C9357;Cadira oficina;Oficina;2;171,5;343;Targeta;Països Baixos
376;2023-08-05 00:00:00;C3043;Cadira oficina;Oficina;5;130;650;PayPal;Països Baixos
377;2023-08-02 00:00:00;C4762;Tablet;Electrònica;3;734,89;2204,67;Targeta;Espanya
378;2023-03-17 00:00:00;C4117;USB;Accessoris;1;9,72;9,72;Transferència;França
379;2023-05-28 00:00:00;C3720;Ratolí;Accessoris;4;19,97;79,88;PayPal;Portugal
380;2023-12-19 00:00:00;C1001;Portàtil;Electrònica;2;1191,75;2383,5;Targeta;Països Baixos
381;2023-03-18 00:00:00;C8833;Impressora;Oficina;1;236,98;236,98;Transferència;França
382;2023-06-15 00:00:00;C8014;Mòbil;Electrònica;2;596,92;1193,84;Transferència;Itàlia
383;2023-05-23 00:00:00;C4041;Monitor;Electrònica;2;200,43;400,86;Transferència;França
384;2023-11-01 00:00:00;C2895;Impressora;Oficina;4;64,41;257,64;Transferència;Espanya
385;2023-05-03 00:00:00;C2925;Impressora;Oficina;3;272,75;818,25;Transferència;França
386;2023-12-25 00:00:00;C1552;Ratolí;Accessoris;1;51,63;51,63;Targeta;Espanya
387;2023-12-14 00:00:00;C4389;Teclat;Accessoris;2;89,45;178,9;PayPal;França
388;2023-01-07 00:00:00;C1458;Cadira oficina;Oficina;3;248,02;744,06;Transferència;Espanya
389;2023-11-10 00:00:00;C1021;USB;Accessoris;4;45,27;181,08;Transferència;Espanya
390;2023-05-07 00:00:00;C5904;Cadira oficina;Oficina;3;168,56;505,68;Transferència;Alemanya
391;2023-01-12 00:00:00;C2560;Cadira oficina;Oficina;3;99,36;298,08;PayPal;Països Baixos
392;2023-05-27 00:00:00;C4638;Mòbil;Electrònica;2;1071,78;2143,56;Targeta;França
393;2023-08-09 00:00:00;C3356;USB;Accessoris;5;26,16;130,8;PayPal;Portugal
394;2023-10-27 00:00:00;C4665;USB;Accessoris;3;34,64;103,92;Transferència;França
395;2023-05-30 00:00:00;C5644;Ratolí;Accessoris;3;11,46;34,38;PayPal;Itàlia
396;2023-02-28 00:00:00;C9946;Cadira oficina;Oficina;1;299,12;299,12;PayPal;Itàlia
397;2023-07-26 00:00:00;C1352;Auriculars;Accessoris;5;142,44;712,2;Targeta;Països Baixos
398;2023-12-16 00:00:00;C1158;Portàtil;Electrònica;1;1388,32;1388,32;Transferència;França
399;2023-10-20 00:00:00;C4453;Tablet;Electrònica;4;461,93;1847,72;Targeta;Països Baixos
400;2023-06-26 00:00:00;C5703;Cadira oficina;Oficina;2;297,04;594,08;PayPal;Països Baixos
401;2023-04-27 00:00:00;C6631;Portàtil;Electrònica;2;1211,64;2423,28;Targeta;Portugal
402;2023-09-19 00:00:00;C2394;Cadira oficina;Oficina;2;205,49;410,98;Transferència;Països Baixos
403;2023-09-25 00:00:00;C4714;USB;Accessoris;5;17,77;88,85;PayPal;França
404;2023-08-13 00:00:00;C4591;Teclat;Accessoris;5;80,41;402,05;PayPal;França
405;2023-01-14 00:00:00;C7477;USB;Accessoris;2;23,24;46,48;Transferència;França
406;2023-11-21 00:00:00;C5648;USB;Accessoris;5;28,07;140,35;PayPal;Portugal
407;2023-04-21 00:00:00;C1013;Portàtil;Electrònica;4;973,06;3892,24;Targeta;Itàlia
408;2023-03-25 00:00:00;C9321;Monitor;Electrònica;1;357,41;357,41;PayPal;Itàlia
409;2023-12-11 00:00:00;C9219;Mòbil;Electrònica;1;295,26;295,26;Transferència;França
410;2023-09-18 00:00:00;C6543;Tablet;Electrònica;5;343,6;1718;Transferència;Itàlia
411;2023-10-28 00:00:00;C8062;Mòbil;Electrònica;4;798,71;3194,84;Transferència;França
412;2023-01-10 00:00:00;C1629;Cadira oficina;Oficina;3;168,91;506,73;Transferència;Alemanya
413;2023-04-03 00:00:00;C6897;Auriculars;Accessoris;2;50,56;101,12;PayPal;Itàlia
414;2023-09-14 00:00:00;C7276;Ratolí;Accessoris;1;56,86;56,86;Transferència;Itàlia
415;2023-01-01 00:00:00;C1575;Monitor;Electrònica;3;224,36;673,08;Targeta;Alemanya
416;2023-05-01 00:00:00;C4178;Cadira oficina;Oficina;4;146,22;584,88;PayPal;Itàlia
417;2023-07-23 00:00:00;C4568;Monitor;Electrònica;5;468,2;2341;Transferència;Portugal
418;2023-07-26 00:00:00;C2925;Auriculars;Accessoris;4;146,97;587,88;PayPal;Itàlia
419;2023-11-30 00:00:00;C1968;Mòbil;Electrònica;5;405,84;2029,2;Transferència;França
420;2023-10-09 00:00:00;C7262;Mòbil;Electrònica;4;731,17;2924,68;PayPal;França
421;2023-09-02 00:00:00;C6178;Tablet;Electrònica;5;318,53;1592,65;PayPal;Itàlia
422;2023-06-28 00:00:00;C2229;Ratolí;Accessoris;1;32,13;32,13;Targeta;Espanya
423;2023-06-30 00:00:00;C3289;Ratolí;Accessoris;4;58,17;232,68;Targeta;Espanya
424;2023-05-06 00:00:00;C8473;USB;Accessoris;3;48,43;145,29;Transferència;Espanya
425;2023-06-27 00:00:00;C8595;Auriculars;Accessoris;3;195,16;585,48;PayPal;Portugal
426;2023-11-04 00:00:00;C2969;Tablet;Electrònica;5;549,18;2745,9;PayPal;Portugal
427;2023-12-07 00:00:00;C9320;Mòbil;Electrònica;2;401,85;803,7;PayPal;França
428;2023-12-18 00:00:00;C5612;Mòbil;Electrònica;5;930,83;4654,15;Transferència;Portugal
429;2023-07-12 00:00:00;C6238;Impressora;Oficina;2;387,17;774,34;PayPal;Portugal
430;2023-04-24 00:00:00;C8705;Portàtil;Electrònica;2;1461,23;2922,46;Transferència;Països Baixos
431;2023-03-17 00:00:00;C1986;Tablet;Electrònica;1;801,68;801,68;Transferència;Països Baixos
432;2023-10-16 00:00:00;C4072;Impressora;Oficina;4;375,83;1503,32;Transferència;Itàlia
433;2023-10-31 00:00:00;C9125;Mòbil;Electrònica;5;415,68;2078,4;Transferència;Espanya
434;2023-07-11 00:00:00;C9133;Ratolí;Accessoris;2;56,05;112,1;Targeta;Portugal
435;2023-06-18 00:00:00;C6208;Portàtil;Electrònica;1;1022,68;1022,68;Targeta;Alemanya
436;2023-09-02 00:00:00;C4230;Teclat;Accessoris;1;106,43;106,43;PayPal;Itàlia
437;2023-04-08 00:00:00;C4173;Cadira oficina;Oficina;4;237,23;948,92;PayPal;Portugal
438;2023-03-23 00:00:00;C2000;Impressora;Oficina;3;164,46;493,38;PayPal;Països Baixos
439;2023-11-27 00:00:00;C4712;USB;Accessoris;5;19,27;96,35;Transferència;Portugal
440;2023-08-01 00:00:00;C4726;Tablet;Electrònica;1;240,16;240,16;Targeta;Itàlia
441;2023-07-18 00:00:00;C3190;Cadira oficina;Oficina;2;211,25;422,5;PayPal;Països Baixos
442;2023-04-03 00:00:00;C6592;Impressora;Oficina;4;293,41;1173,64;Transferència;Portugal
443;2023-10-18 00:00:00;C7059;Auriculars;Accessoris;1;127,37;127,37;Transferència;Itàlia
444;2023-12-21 00:00:00;C8117;Ratolí;Accessoris;3;11,03;33,09;Transferència;França
445;2023-01-03 00:00:00;C7228;Cadira oficina;Oficina;1;208,68;208,68;PayPal;Itàlia
446;2023-04-27 00:00:00;C2177;Portàtil;Electrònica;2;1404,33;2808,66;Targeta;Portugal
447;2023-10-31 00:00:00;C9234;USB;Accessoris;5;9,9;49,5;PayPal;França
448;2023-12-30 00:00:00;C7570;Monitor;Electrònica;2;482,44;964,88;Targeta;França
449;2023-12-02 00:00:00;C6243;Cadira oficina;Oficina;3;64,38;193,14;Transferència;Alemanya
450;2023-07-22 00:00:00;C5146;Teclat;Accessoris;4;115,24;460,96;Targeta;Itàlia
451;2023-05-21 00:00:00;C5882;Monitor;Electrònica;5;130,13;650,65;Targeta;Espanya
452;2023-02-21 00:00:00;C4610;Portàtil;Electrònica;5;870,99;4354,95;Transferència;Alemanya
453;2023-10-18 00:00:00;C8311;Teclat;Accessoris;4;112,61;450,44;Targeta;Països Baixos
454;2023-01-02 00:00:00;C7787;Mòbil;Electrònica;2;289,63;579,26;Targeta;Portugal
455;2023-09-20 00:00:00;C8052;Auriculars;Accessoris;3;168,17;504,51;PayPal;Itàlia
456;2023-10-25 00:00:00;C6047;USB;Accessoris;1;13,31;13,31;PayPal;Alemanya
457;2023-09-20 00:00:00;C6291;Ratolí;Accessoris;4;77,4;309,6;Targeta;Itàlia
458;2023-02-16 00:00:00;C7284;Portàtil;Electrònica;2;830,39;1660,78;Transferència;Portugal
459;2023-08-02 00:00:00;C4097;Tablet;Electrònica;5;601,21;3006,05;Targeta;França
460;2023-05-01 00:00:00;C7295;Mòbil;Electrònica;2;412,04;824,08;PayPal;Portugal
461;2023-12-13 00:00:00;C2316;Monitor;Electrònica;2;276,71;553,42;Targeta;Itàlia
462;2023-04-10 00:00:00;C8227;USB;Accessoris;3;18,59;55,77;PayPal;Països Baixos
463;2023-05-26 00:00:00;C6010;Monitor;Electrònica;1;435,71;435,71;Targeta;Itàlia
464;2023-08-30 00:00:00;C1482;Mòbil;Electrònica;1;823,86;823,86;Targeta;Alemanya
465;2023-04-29 00:00:00;C9853;Impressora;Oficina;1;354,24;354,24;PayPal;Portugal
466;2023-06-09 00:00:00;C9841;Cadira oficina;Oficina;3;65,67;197,01;Transferència;Portugal
467;2023-09-11 00:00:00;C6016;Mòbil;Electrònica;5;456,88;2284,4;PayPal;Itàlia
468;2023-09-20 00:00:00;C7780;Tablet;Electrònica;3;890,84;2672,52;PayPal;Itàlia
469;2023-10-07 00:00:00;C3349;USB;Accessoris;1;37,29;37,29;Transferència;Països Baixos
470;2023-04-12 00:00:00;C7764;Teclat;Accessoris;2;25,93;51,86;PayPal;Països Baixos
471;2023-12-19 00:00:00;C8843;Mòbil;Electrònica;5;279,42;1397,1;PayPal;Països Baixos
472;2023-03-11 00:00:00;C3472;Mòbil;Electrònica;1;391,87;391,87;PayPal;Espanya
473;2023-02-18 00:00:00;C4713;USB;Accessoris;5;32,77;163,85;Targeta;Països Baixos
474;2023-01-27 00:00:00;C5255;Tablet;Electrònica;4;652,2;2608,8;PayPal;Portugal
475;2023-03-08 00:00:00;C8979;Mòbil;Electrònica;2;740,01;1480,02;PayPal;Portugal
476;2023-12-08 00:00:00;C6249;Portàtil;Electrònica;3;1027,03;3081,09;Targeta;Països Baixos
477;2023-04-12 00:00:00;C4874;Mòbil;Electrònica;2;1194,14;2388,28;PayPal;Alemanya
478;2023-09-21 00:00:00;C1661;Mòbil;Electrònica;4;930,65;3722,6;Targeta;Espanya
479;2023-11-29 00:00:00;C4374;Monitor;Electrònica;4;381,15;1524,6;PayPal;Països Baixos
480;2023-06-07 00:00:00;C1632;Impressora;Oficina;2;120,33;240,66;Transferència;Alemanya
481;2023-05-25 00:00:00;C4719;Monitor;Electrònica;4;510,9;2043,6;Transferència;Portugal
482;2023-10-06 00:00:00;C5443;Monitor;Electrònica;5;497,72;2488,6;PayPal;Espanya
483;2023-12-26 00:00:00;C9555;Teclat;Accessoris;5;117,29;586,45;PayPal;Espanya
484;2023-03-25 00:00:00;C5037;Mòbil;Electrònica;5;443,66;2218,3;Transferència;Països Baixos
485;2023-09-29 00:00:00;C3785;Teclat;Accessoris;1;41,99;41,99;Targeta;Itàlia
486;2023-05-31 00:00:00;C7257;Portàtil;Electrònica;4;844,18;3376,72;Targeta;França
487;2023-12-07 00:00:00;C3817;Auriculars;Accessoris;1;81,5;81,5;Targeta;França
488;2023-11-27 00:00:00;C6299;Monitor;Electrònica;1;568,48;568,48;Targeta;Espanya
489;2023-07-15 00:00:00;C5406;Mòbil;Electrònica;2;479,7;959,4;Transferència;Països Baixos
490;2023-05-23 00:00:00;C5437;Impressora;Oficina;3;106,62;319,86;PayPal;Itàlia
491;2023-01-12 00:00:00;C1560;Teclat;Accessoris;4;74,49;297,96;PayPal;Itàlia
492;2023-10-18 00:00:00;C8629;Portàtil;Electrònica;2;881,46;1762,92;Targeta;Alemanya
493;2023-01-14 00:00:00;C9264;Portàtil;Electrònica;4;1364,15;5456,6;Transferència;Portugal
494;2023-03-07 00:00:00;C8002;Auriculars;Accessoris;3;78,06;234,18;Targeta;Alemanya
495;2023-07-25 00:00:00;C6907;Portàtil;Electrònica;2;1286,47;2572,94;Transferència;Espanya
496;2023-01-25 00:00:00;C9984;Ratolí;Accessoris;2;50,11;100,22;Transferència;Portugal
497;2023-06-13 00:00:00;C9286;Impressora;Oficina;1;217,77;217,77;Targeta;Espanya
498;2023-01-25 00:00:00;C6772;Impressora;Oficina;5;220,47;1102,35;PayPal;Itàlia
499;2023-01-25 00:00:00;C8340;USB;Accessoris;5;21,54;107,7;PayPal;França
500;2023-05-21 00:00:00;C9734;USB;Accessoris;4;29,73;118,92;Transferència;Espanya
501;2023-11-12 00:00:00;C3494;Teclat;Accessoris;2;68,14;136,28;PayPal;Alemanya
502;2023-02-12 00:00:00;C5349;Mòbil;Electrònica;5;840,83;4204,15;PayPal;Països Baixos
503;2023-10-14 00:00:00;C8154;Portàtil;Electrònica;3;1221,79;3665,37;Targeta;Portugal
504;2023-09-23 00:00:00;C7488;Monitor;Electrònica;2;382,22;764,44;Targeta;Espanya
505;2023-06-27 00:00:00;C6175;Tablet;Electrònica;3;193,62;580,86;PayPal;França
506;2023-04-09 00:00:00;C6448;USB;Accessoris;3;18,38;55,14;Transferència;Portugal
507;2023-09-20 00:00:00;C9591;Auriculars;Accessoris;3;160,89;482,67;Targeta;Alemanya
508;2023-09-17 00:00:00;C2638;Mòbil;Electrònica;4;262,29;1049,16;Transferència;Itàlia
509;2023-12-25 00:00:00;C2403;Monitor;Electrònica;5;214,45;1072,25;PayPal;França
510;2023-05-04 00:00:00;C5517;Auriculars;Accessoris;4;75,13;300,52;Transferència;Espanya
511;2023-04-26 00:00:00;C8870;Monitor;Electrònica;5;313,04;1565,2;Targeta;Itàlia
512;2023-01-07 00:00:00;C2549;Impressora;Oficina;5;207,42;1037,1;Transferència;Espanya
513;2023-03-27 00:00:00;C4716;Ratolí;Accessoris;5;22,38;111,9;Transferència;Itàlia
514;2023-03-03 00:00:00;C8898;Tablet;Electrònica;2;158,27;316,54;PayPal;França
515;2023-05-18 00:00:00;C8638;Cadira oficina;Oficina;5;160,46;802,3;Transferència;França
516;2023-03-06 00:00:00;C7356;Impressora;Oficina;5;97,99;489,95;Transferència;Alemanya
517;2023-08-01 00:00:00;C3385;Tablet;Electrònica;5;775,73;3878,65;Transferència;Espanya
518;2023-07-07 00:00:00;C5798;Tablet;Electrònica;4;198,46;793,84;PayPal;Països Baixos
519;2023-10-09 00:00:00;C6827;Tablet;Electrònica;5;524,5;2622,5;Targeta;Portugal
520;2023-03-23 00:00:00;C5839;Auriculars;Accessoris;4;175,64;702,56;PayPal;Alemanya
521;2023-02-11 00:00:00;C7164;Impressora;Oficina;5;333,74;1668,7;Transferència;Països Baixos
522;2023-04-15 00:00:00;C1016;Mòbil;Electrònica;1;1156,22;1156,22;Transferència;Alemanya
523;2023-05-09 00:00:00;C1571;USB;Accessoris;1;34,64;34,64;Transferència;Espanya
524;2023-01-10 00:00:00;C9433;Teclat;Accessoris;1;23,02;23,02;Transferència;França
525;2023-08-20 00:00:00;C9980;Mòbil;Electrònica;4;238,43;953,72;Targeta;Països Baixos
526;2023-09-21 00:00:00;C7869;Monitor;Electrònica;2;512,57;1025,14;PayPal;Itàlia
527;2023-12-09 00:00:00;C8340;USB;Accessoris;1;33,65;33,65;Transferència;Països Baixos
528;2023-03-28 00:00:00;C5940;Ratolí;Accessoris;4;20,51;82,04;PayPal;Espanya
529;2023-04-19 00:00:00;C9599;Impressora;Oficina;3;63,31;189,93;PayPal;Itàlia
530;2023-05-13 00:00:00;C1147;Portàtil;Electrònica;1;873,76;873,76;Transferència;França
531;2023-08-16 00:00:00;C5531;Impressora;Oficina;2;308,13;616,26;Targeta;Portugal
532;2023-01-28 00:00:00;C9754;Impressora;Oficina;3;321,13;963,39;Targeta;Espanya
533;2023-09-18 00:00:00;C7493;Cadira oficina;Oficina;5;101,79;508,95;PayPal;Itàlia
534;2023-02-07 00:00:00;C7511;Cadira oficina;Oficina;2;259,33;518,66;PayPal;Itàlia
535;2023-11-25 00:00:00;C4009;Ratolí;Accessoris;1;77,75;77,75;Transferència;Països Baixos
536;2023-02-18 00:00:00;C2827;Ratolí;Accessoris;3;56,71;170,13;Targeta;Portugal
537;2023-06-18 00:00:00;C9569;Cadira oficina;Oficina;1;207,6;207,6;PayPal;França
538;2023-09-23 00:00:00;C3196;Impressora;Oficina;2;217,39;434,78;Targeta;Països Baixos
539;2023-09-15 00:00:00;C1780;Mòbil;Electrònica;3;325,23;975,69;PayPal;França
540;2023-08-14 00:00:00;C9714;Portàtil;Electrònica;4;1207,7;4830,8;Targeta;Espanya
541;2023-07-02 00:00:00;C6784;Portàtil;Electrònica;1;830,61;830,61;PayPal;Portugal
542;2023-04-24 00:00:00;C3461;Ratolí;Accessoris;4;36,32;145,28;Targeta;Portugal
543;2023-10-15 00:00:00;C1685;Tablet;Electrònica;4;846,24;3384,96;Transferència;Portugal
544;2023-05-02 00:00:00;C6341;Impressora;Oficina;5;54,45;272,25;Transferència;Itàlia
545;2023-09-25 00:00:00;C2256;Tablet;Electrònica;1;796,03;796,03;Transferència;Portugal
546;2023-05-29 00:00:00;C1301;Mòbil;Electrònica;5;744,02;3720,1;PayPal;Alemanya
547;2023-08-12 00:00:00;C9789;Tablet;Electrònica;4;696,37;2785,48;Transferència;França
